Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,4206270175.3169856,4494575422.177872,4035461921.9196296,4187146119.134298,4709245635.225199,4948667540.41066,5278005611.914526,5605484298.982751,5932242990.654205,6524455205.811138,8042200452.147701,8609283346.085182,9299638055.842813,10098534613.441132,9228963224.600042,11632178868.917141,13315988083.416088,14400806875.986668,14811704063.068527,18020571428.57143,21669908176.38889,22136081081.08108,27655172413.793102,30966239813.736904,33971188991.614704,39053502251.07319,41253507951.35641,40455616653.574234,34980124929.01761,39756299049.97935,42978914311.35038,37387836490.52842,41855986519.42346,46578631452.58103,51897983392.64532,60159245060.45414,67629716981.13208,78436578171.09145,84828807556.08029,90710704806.84164,99838543960.07632,96684636118.59839,85146067415.73033,80288461538.46153,78782467532.46753,89600665557.40433,107426086956.52174,130437828371.27846,162818181818.18182,189147005444.64612,218983666061.706,235989672977.6248,279116666666.6667,288434108527.1318,305595408895.26544,329366576819.407,332441717791.411,248362771739.13043,262588632526.73044,318678815489.74945,383817841547.0992,424671765455.7043,476747720364.74164,396002496996.95966,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,251413246919.6073,279722204488.9211,309382572881.5899,340512613271.49066,377249606355.39105,412364260985.0642,446134400109.81335,474086978866.4405,509702253286.1074,569431846512.8632,645110104106.9607,731195960171.4641,883508228670.4263,1147307562029.172,1301008237302.2537,1507218903134.9688,1573328258218.3804,1790460772983.4783,2191877722879.3008,2655412249849.023,2973694924704.0635,2583763815706.4253,2500976096295.6025,2440096224917.1704,2341108055048.0366,2404986753126.312,3377295853205.631,4177529771559.6616,4594903616792.624,4693107412945.507,5905615268334.648,6127707302272.425,6750506226887.903,6180487034478.01,6531158636793.261,7540043683934.175,7629500965928.124,6977670456654.693,7174357590915.352,7148860287676.906,6528628818219.353,6631899418122.65,7241862821254.279,8921228122867.809,10231007047364.314,10611825457676.732,11288306909760.645,13000319190759.969,14296312713423.98,13084338473244.434,12786064520090.904,13810192245254.424,12786713590087.67,13358729082792.6,13683290663997.805,11828599572765.352,12124585812206.69,12839881576234.465,13867949267318.1,13587020300289.373,13266857904727.998,14917737268178.248,14452048668851.002,15780686672317.258,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6483756,467872714.7556032,531688311.6883117,578015625.0,693535954.1900672,686490090.1401408,745523116.9000521,688918537.1155552,706370815.5844156,752371688.7431858,729321680.1543237,870248267.550163,1109054005.43971,1098424685.6616938,1211161879.6747968,1317974491.0569105,1380188800.0,1856695551.2195122,1589515447.1544716,2065001626.0162601,,,,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12424514013.76044,14238126759.73355,16609632790.584337,19631714759.64911,21966876027.251713,25479619606.528397,29559436182.918564,32570905397.28851,32394326463.75901,37090689287.85522,40963715236.510574,46586119760.47904,59090176028.99301,78583355225.58537,97204522642.05363,114695060869.56523,118422534195.47375,132354665936.47316,160484969618.05557,214448666336.1428,232600556973.77582,202663023968.2826,195856752991.06467,170829074245.93967,171979977230.3871,180664322896.2818,251141555185.93323,318520253335.13007,375891716897.5861,414460794096.9782,536175326477.3098,576753902321.8574,630465353486.1044,524700572623.8724,530183651720.28314,614170002668.8018,642251412058.3213,589739772727.2727,618731484575.1198,634394904386.874,598102854756.0797,627798682378.741,708938227243.9229,907963217057.6451,1069829382514.6746,1154667551775.875,1261846683275.2922,1476746276854.5144,1636115447612.4995,1496587590847.6553,1427989078916.6694,1487568659241.248,1330994811670.3127,1362186923157.651,1380244561361.956,1206164777553.1243,1243015667917.1238,1321754088818.826,1431642809327.0579,1403496387686.2722,1289783836971.2097,1461244901852.6897,1446498147749.033,1620090734956.8914,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013091682.2914,4123011419.741738,4502970889.063729,4786018988.16491,5154420649.233543,5674080542.885749,5756912265.758092,5686579747.535244,6250218422.701638,7370119619.478195,9876595528.455284,12148595031.0559,14109491356.796417,17025671810.312382,22450264166.43854,24342935403.544746,19633984440.122257,19524355419.03797,23303915794.756855,23237406116.398834,25451032780.757328,27055689003.003826,23311847750.93944,24561027787.789555,27469461919.11887,31222632740.72468,31873748770.031322,31820771493.897366,37204563051.47227,38376046174.97097,41291245222.19485,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1610511693.8421474,1680859514.1015992,1747566307.0997033,1825058827.838533,1984129185.6,2159998591.2,2324466416.0,2461762002.8,2619948864.8,2768987372.0,3045354454.8,3224280834.9709244,3520252938.26087,4070570549.864202,4577209966.183576,4577047854.10628,4943806093.236715,5651840584.541063,6014961434.782609,6586048398.067634,7012585454.10628,7507663566.666667,7899988840.579711,8781664427.05314,8298309580.67633,9717392686.956522,10094328898.067635,10790001557.971016,11181119717.874397,11762932007.246378,12478943895.169083,13799799323.6715,10754799036.574486,9051043870.121965,7100806753.929418,7855205206.934051,8761215548.486143,8803539988.332483,8013274131.697146,7892973531.800449,8242349617.863803,8231326016.47494,7850809498.168027,8623691300.040789,10131187261.442078,12401139453.973831,15280861834.602404,19707616772.799637,27066912635.222847,32437389116.038006,29933790334.34179,31952763089.330025,43310721414.08288,47648276605.012314,55612228233.51786,64589328550.5953,74296745207.87209,81770886825.60477,84269196625.8784,95912607722.3032,107657734392.44585,111261882958.4261,126772703047.70143,163697927593.98236,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,284932124120.84424,316579871854.42303,349909662392.1407,384453227477.2246,426401497787.4846,466575256253.4984,505119166891.23444,537819539456.9743,577226091701.3254,644160279419.5638,728514942172.5662,823502008838.7175,993661642106.0493,1286120910863.2944,1455911634933.2715,1694087991210.2852,1775134721744.6147,2011323119783.226,2449173876260.87,2960022173253.441,3311323687667.77,2889973709007.025,2787789599375.1143,2710791758579.874,2612587953034.629,2686660770245.0444,3753186617910.5005,4639527057911.288,5093989397668.726,5202787454853.43,6505585894983.602,6730843386415.034,7390923732911.954,6750678758563.315,7157758128808.327,8298203234321.608,8433442480253.405,7735785821341.678,7970027660687.742,7936013301296.288,7288425137833.714,7407567318765.1,8100404174621.045,9956956923132.027,11449209190750.55,11954464169720.834,12768477269004.06,14789546650988.457,16365149239989.139,14846338374807.76,14643444297949.932,15876630398615.764,14733979958478.387,15400027456553.39,15764812909324.066,13655089869785.297,13990270946691.55,14870065692850.43,16091487781135.486,15808398315797.014,15504700009592.959,17496551469916.346,16995332000257.76,18590720056635.33,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,34157915798.170727,35668456087.28386,39417208511.77689,45049610945.46015,40767511063.50065,44789142770.68515,47787351329.1555,47130737856.65137,52073362434.23156,58442568788.190025,69598976288.91064,71676944408.52637,82981206234.47539,102637595519.67783,154500501370.3396,169458804941.04105,201267535149.38968,222208044710.02353,243685858510.05396,307154736839.8466,388435472958.7969,511405516848.2704,488173929667.4137,421548878321.1829,379257701707.7863,385609115543.69415,355386443050.2737,357267079871.81793,387869555208.8415,383756277705.4851,547420521771.17096,386386041287.99445,344549819242.9556,351153455617.031,353239960487.6748,431762240285.39124,466440941348.01385,522326827962.9961,536100183086.7384,400171061469.1075,468035912008.3296,458017420440.07635,446928492947.34174,470618172949.3437,596965161825.2117,755161140843.5376,945955881988.9592,1159333980552.5095,1481946534651.7295,1342728605432.0867,1593982235245.2312,1664322263474.6082,1862136657810.925,1934772047196.2815,2052980592421.383,1616325901440.2026,1489694054525.1519,1588837232239.0183,1734689832167.0193,1842632114099.1855,1675406927630.4023,1786326958459.633,1964841634349.7285,1937937125126.3215,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5279481824.1298275,5984433774.416013,6407796042.703566,6958916548.129327,7848987792.542615,8680393838.88018,9306142171.600557,9468272357.095493,8916565040.546318,10177524838.900412,11358529161.947905,12528522307.473715,14744499569.8308,19474098335.14859,24851036710.256813,29475251333.441086,31852352669.641483,33502784417.88402,36259392057.761734,44469218439.93283,53649984061.20498,52440066133.92119,52784013815.22141,50956447480.78565,52870993272.65533,55856676899.462776,73511611541.16818,91564993913.1611,109039090262.97086,118991270611.05722,141446120354.53275,127794441993.82443,112537828510.75127,89112105756.21942,103182697780.30734,134060457516.33986,131991975148.84805,126862902302.1418,133990876724.52158,135234241918.14702,125967821110.5885,129519672868.8978,140360963811.76495,171612867735.6859,197458297639.76886,204859368790.66138,217044068234.11734,256360251537.6479,285698662071.0937,253480783439.45294,249429613683.3338,275126915515.56476,257443384492.9688,270268036626.27527,273478528954.901,233210733506.24988,238777818792.60757,253846138440.00043,273869255596.07825,267014821129.41135,270000311606.22644,294223210496.1193,280241515774.3201,295532341254.90717,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.11308399,116987784.91373882,122906434.95781387,129454728.62359904,140032741.46832892,147084750.0314822,150603925.51585305,162625885.8634838,166952937.13500515,182182067.70356816,219878482.17356414,247749327.7212674,316656648.69895685,425950487.5198936,558587097.3828332,684282434.3610952,694540806.3806442,719501765.7830485,829267889.4293734,1019691460.1737615,1202618816.2085173,1235626770.5092397,1194059943.224777,1123085190.065092,1178000677.9992924,1141168943.976615,1290267339.650056,1177947965.1214206,1110009522.7574325,1182660265.766352,1337017559.4972816,1383883249.5910022,1532411039.0547915,1636101246.9394045,1825732092.5467432,1970301486.205614,2128696643.6257393,2090221137.0287633,1653146716.5823526,1936459986.0379515,1678219507.898291,1652462023.4621494,1833279985.367415,2300492465.322761,2708078476.630121,2980403844.7209597,3076305452.8650646,3378314599.764019,3523185919.558261,2870624635.6803193,3140166712.796239,3779411899.374834,3972028104.4732842,4189967998.514236,4857104791.416095,4682479912.052034,4930213634.356918,5353469171.061095,5581425324.911851,5444407214.31758,4432466237.0958805,4305031630.818084,4969503560.773496,5442046565.047186,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,61756878990.29999,66806595974.715904,74888595285.88332,83957182115.02795,93079224076.26485,100522559916.0174,108928356518.50485,117751396249.07108,128427504709.05539,140361802781.57648,146926998937.0497,164238872972.653,201621751625.48764,262343828815.5569,283102178123.29517,356780728162.7658,368488292816.17053,406736454934.4744,501724418604.6512,608218624730.1881,694529183483.3903,609184791792.3959,578152310609.8413,553356312935.7087,525033325827.5163,547220981165.1336,764946585850.9329,926320855614.9733,1010827662151.7454,1016742237302.0769,1257649439826.527,1258961748633.88,1389663073110.285,1314383368079.685,1385822778827.9773,1595219345511.8938,1598889216566.2263,1449392222971.454,1496906382032.466,1486915879701.9338,1360959069477.4932,1370376677298.8599,1492427756382.434,1835095983049.0942,2109792297237.0325,2192146403028.1702,2317861544690.8203,2655816911866.5576,2926802941585.859,2700075882518.9824,2646230027988.3384,2870408553990.278,2683007095787.227,2816077607875.2627,2861236112552.4214,2442483452642.4985,2470407619777.1265,2588868323334.7104,2781576320884.39,2722793515171.7603,2647926055110.0464,2966433692008.092,2796302210398.8438,3051831611384.76,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,57954522.42172592,64397131.08464574,66225403.55880685,65186666.666666664,70106666.66666666,84933333.33333333,99219082.85379915,119335897.8152019,161236465.82362178,196771070.8953387,227404436.01367873,270470345.4493571,347798304.6352674,397833034.88451165,448568492.65856147,493014300.00521654,456244919.0109115,444047495.3200994,486605127.7026814,426008864.6921691,459307281.19533515,688914288.8782983,886508622.3343158,968576956.9302646,871935350.3849087,960805408.9498718,909253214.8260803,912670413.3258826,760957189.7576457,758739178.6121707,901404709.8306841,989536914.6590806,933763083.395627,1104744235.3011053,1127684827.356857,1067109530.6479754,1160268212.0729074,1275093689.2710743,1501941580.8890333,1724770770.833928,1759739599.2269354,2017680834.8991673,2339015313.295128,2489873249.6281476,2296065170.0555153,2331796784.3600945,2505740669.270395,2427200388.918314,2690110520.9254756,2914012679.272769,2573905971.054594,2813278868.782085,2980057377.879666,3188600927.4668827,3266432734.22819,3271813311.5831,3664686796.626687,3566698397.660197,3907323961.3396373,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,19885926.0,21783158.0,25100928.0,34821467.0,46095175.0,46119184.0,46813193.0,47305560.0,53656834.0,60270778.0,64186644.0,76472529.0,80055706.0,84110353.0,84676118.0,101931941.0,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787199.99999997,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,460000000.0,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.79984602,167637907.12278184,182796536.26602525,154480244.05522227,215679855.34209135,226474285.7790626,245849781.273234,271543680.04889476,294468564.24527156,318124701.47877115,323802475.5124251,381687072.6223791,430508358.51420367,722780701.2958542,1544216001.660591,2157592940.04234,3009409974.2685614,2809349069.2211766,2389479271.666156,3030251120.097586,4279637942.2514405,3862269120.5349717,3618007841.1350255,3391275731.5375123,3561451560.507833,3339914757.2287188,3403638189.200494,3281797043.049957,3834503376.029924,4186411463.8597536,5952293764.84777,5402919784.570041,5592390827.398541,4378645081.017691,4190819344.2225494,4958845648.047782,5694040002.898627,5326817114.535865,4483417309.830112,4662992036.207296,5080483628.530126,5023265413.2623,5335451099.882229,6511903365.475535,7770219008.212934,9582783990.853455,10327598306.457499,12455409587.337097,15571348344.337933,12113699068.251694,14372593020.288502,18210307743.581623,17170464016.059284,17595744798.339832,18203966895.84335,14383107762.695183,14023890265.366455,14929487485.162275,16867326401.962582,16874405465.391039,15342236163.986422,19444935097.23948,20440655695.180443,19388402541.669777,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692.10281,77741965703.35442,81247564156.8246,86561961812.32494,94407558351.16156,101824755078.99106,108572752102.0447,113116888210.78702,107759910067.88947,116464702803.21764,130671946244.30045,148113896325.13995,169965034965.03497,192537971582.55756,206131369798.97147,241756637168.14157,232614555256.0647,263066457352.17163,335883029721.95593,438994070309.19104,564947710899.3726,540765675241.1576,515048916841.3696,489618008185.53894,461487097632.349,489285164271.04724,601452653180.8854,745162608269.3251,910122732123.7993,926884816753.9268,1093169389204.5454,1142797178130.5115,1179659529659.5298,1061388722255.549,1140489745944.2915,1344240176739.7822,1419645865834.6333,1560911918795.023,1653694932096.7207,1687830448147.549,1665534876683.3105,1649827263567.0073,1785729916067.1462,2054422857142.857,2421525082387.404,2543180000000.0,2708441582336.7065,3090510204081.6323,2929411764705.8823,2412840006231.5,2485482596184.7095,2663805834828.0723,2707089726614.636,2784853502534.292,3064708247921.4277,2927911140916.7314,2689106566899.611,2680148052335.299,2871340347581.7856,2851407164907.808,2696778386607.6523,3143323050707.2583,3114042471144.3877,3380854520809.537,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,7321981333.6771965,8833588173.400229,8902632715.25406,7735927263.592614,6339735099.337749,3690328963.640861,2701181331.308162,2513870586.733439,2693731865.970364,3094935186.7689576,3510520231.2138724,3613497316.5531864,2800025882.7167172,3057475335.1884646,3219462262.007499,3395766677.673153,3991377904.1316156,5125365191.986644,6410912049.871047,7745250733.950674,10172931088.565523,12795145130.910282,10766920065.825115,12426907967.157818,15475290469.286894,16894392033.225578,17517660143.685932,17966015109.304302,15223796148.83962,15444548901.963682,16473125375.068438,17902544880.64707,17638337116.9126,16010869215.679968,18853115588.81058,24984568959.604965,30777833585.444084,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230094.9720452,1302674324.883777,1382515654.4734278,1540797588.5722094,1731296199.5229552,2053462968.042599,2126300672.2296488,1747187644.9030993,1666909517.6520472,1962050555.777498,2215028588.4564557,2417108577.5273857,2112293279.9850671,3006766758.439771,2894409937.8881984,2810106382.9787235,2765254237.2881355,3189428571.428571,3662478184.991274,4020227920.22792,4445228215.767634,4222441860.4651165,4035994397.759104,4057275132.275132,4412279843.444227,4504306722.689075,5735677433.826828,5074829931.972789,5197765031.64557,5251858439.874004,5889106573.460878,6603185267.796426,6416103925.832665,5968922939.3719845,5446383726.770467,6464382807.678836,6932991739.377671,6891443192.249848,7482069162.420078,7718109982.260925,4982850662.208511,5314872854.440497,6166197847.850311,7632723555.66221,8881417906.714323,10744568381.44561,20885037596.696342,24827339138.49064,28679383241.07291,26048720005.52326,32197655566.534706,39336668080.55898,41271701060.95403,62824629066.04083,54783319817.370514,49406010054.266335,56164929304.8754,60405924078.72783,67298914624.372314,68337969247.70674,70043099675.68001,79524421861.27426,74263364041.87419,76370396722.15402,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,3220224607.8185134,3594302908.061642,4203069035.014268,5152080387.555722,5691417541.338714,6102769605.430008,6762781870.621103,6914381290.571162,8087305999.059702,8877094497.449707,9746524915.080706,9646440666.528643,11926032493.430103,15129893722.344883,18421497251.176674,22787644565.905888,2909130355.2380023,2976714019.0685163,3476480303.1227303,3546079262.9498672,3888320665.522181,4396178694.153499,4789220416.706413,4781166116.517895,4932800406.929736,5385704166.4334135,5641243099.76661,5516916163.094898,5232118046.371303,5046806782.547613,4367458866.715374,4125527603.22908,4301608752.513958,5025167975.263627,5300767960.515724,4282468636.9050093,4220019845.2665796,6281918226.340629,6964179983.181548,6716905339.732438,6853467145.530887,6785137203.331526,7638044556.846559,8376613539.282782,8778473372.821243,8794201742.846092,8595955222.497192,10324668271.136229,11857030366.78909,13442861496.44542,14088693742.94638,17069115737.825916,19910452541.92191,22199409741.25781,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212081.35022968,46695006.95793745,41160065.856105365,45168072.26891563,52296083.673733875,55728663.22268395,59160569.480441295,75187749.09613165,95796021.68882716,115179719.07763307,112190829.4704568,138093099.0977397,171833086.01962367,207112627.72609425,241083090.303623,218767743.4591015,216050552.30158418,213448584.93694514,177340880.08620396,225726358.8909143,185646986.82492676,220626484.2248106,266672211.93416098,284120329.4010232,317083695.47779715,690311080.5150175,714254256.1221893,755040974.0873225,746493951.9009587,785999864.8402995,848239446.2157602,803633342.4737065,840285264.6315453,814724032.065735,782913871.8096597,687410645.0639434,578235309.3271981,487038685.04549587,961900651.4234409,1027701067.5568765,1054112487.7408298,1279703047.0220978,1561766955.7302403,1450142508.5780816,1543294926.8730059,1409693596.9359355,1415004738.2662053,1375609453.4374623,1229461721.4086075,1378176608.9320412,1484578885.9713225,1504909462.6952114,1670671327.8165143,1813609692.4999352,1812170891.1906917,2014158842.1459632,2204734527.88096,2396111021.641486,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,204670550.7606401,204167296.8566027,227986203.29754004,232331281.3559322,256769730.2631579,283311996.82299,292152321.493146,298871674.86004114,318876550.43227667,308143183.3118194,287648258.2582974,402230865.1515151,430284021.8837715,425225176.8121655,359980490.72856855,373959151.14859086,338524232.5673154,451893374.9590704,427514321.52812636,554072302.8283328,634187269.2350131,668470890.7851467,588309271.2860298,615779518.8071141,612502084.7975655,660195402.0136017,702965147.5680538,698107222.4224917,591034143.4263843,579365780.1351341,391345597.48826927,412610871.5091215,466773711.2355795,553614800.1457071,582169841.2983041,639776040.6884242,634781901.2514939,753162998.0151126,952667544.0372885,890167833.3698492,940112538.9364358,1157074319.193877,1049412177.1141346,1109682824.1359422,1135250721.037397,1152384166.796375,1245074264.1039608,1469978606.1214306,1554133593.9169855,1588638853.5932844,1646400349.8486729,1853796455.8948882,1796608530.8226736,2048348108.3585193,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,37253333.333333336,44266666.666666664,51915000.0,64748333.333333336,69110000.00000001,72317446.93271928,67514285.71428572,67225714.28571428,66331428.571428575,64946954.756798,65429198.23870797,81203226.91383454,94159862.70736909,104295643.38843696,103653049.9379699,103987520.07582739,,,50642880.77375034,36731422.84569138,44294647.73347897,44442456.947639965,50320914.4065688,62118569.96544805,76407395.87275417,93345859.52973002,100534656.8817321,88265974.86104898,112119411.48996468,110906028.53686225,134707183.84662017,136047906.24540824,100807002.54019465,141853360.86785537,232463022.80296078,442337870.6943698,370687634.42571217,621117885.6685027,1045998496.4387157,1461139022.0295386,1806742742.2731116,2484745935.093289,4410764338.667325,8217369092.652238,10086528698.86043,13071718758.737305,19749893536.320362,15027795173.218706,16314443436.290295,21357343668.944725,22388344143.913067,21948834283.785564,21765453081.9826,13185496881.017399,11240808847.887815,12200913878.982721,13097012133.615946,11364133549.747766,9893816007.7398,12215878032.716585,13687643435.624903,12337550583.753971,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4274890306.82895,4892397431.332924,5140542929.420669,5813285626.644041,6576906345.115185,7582209670.27425,8472021466.868469,9146592855.683004,9950331205.83108,11454106327.07559,12957113636.363638,14388806818.18182,16650659090.909092,22037019562.715763,24998715909.09091,28129128586.60999,30719552238.80597,35673080481.03608,43654480519.480515,53724121435.14259,56039256594.72423,51618456334.56335,53858346938.775505,48741397058.823524,47352146311.970985,47155741426.10412,55595445472.24927,64739630095.621544,75200610136.92049,78067933277.38145,96529587274.29063,103680863712.84352,114608178405.43439,107295704518.43045,114980063202.2472,134974613913.81087,142502984144.96036,138766067640.08487,139612812175.71774,137131371955.30725,125760166224.80498,132050474720.03008,150253800085.8646,196930509813.3843,234979615898.22455,242315668619.40533,269073415333.6761,314226996944.10803,351121399546.4851,326829054686.306,296417644404.0339,283228079776.04144,238841140018.23288,236556279640.70538,233911581521.06232,194567373678.09912,193097239005.87012,200381103984.298,213298873494.3936,207305649887.0193,191362985554.86124,218303801895.32596,218880566444.3491,243498333237.80234,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.18518518,88322386.29629628,102244362.22222221,110900457.03703703,115651918.88888888,125435589.99999999,131803552.22222221,145533310.74074072,167728455.18518516,187589522.59259257,215009569.6296296,236357523.7037037,267327642.2222222,278098762.9629629,300757888.8888889,310160444.4444444,309812185.1851852,325111814.8148148,342172518.5185185,366911444.4444444,392190592.5925926,445903592.59259254,482009370.3703703,520044370.3703703,520444185.18518513,540336925.9259259,591018407.4074074,599118592.5925926,695555555.5555555,698700666.6666666,758683592.5925926,825976037.037037,771275555.5555555,771014814.8148147,778655555.5555555,799881481.4814814,842618518.5185184,911496296.2962962,997007407.4074073,1061640740.7407407,1125685185.1851852,1166514814.8148148,1213485185.1851852,1043411111.111111,1122800000.0,1224577777.7777777,1316733333.3333333,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.66666667,88466738.24972685,106101297.80127242,140153748.2436565,169918948.62918174,211190630.32960913,240779417.7856998,282269749.16011345,355987433.4156901,420645821.5404875,476051740.7737695,435748993.4184214,402403041.0292685,416184071.0194169,379371901.49037445,412876382.82917434,603016292.6869783,787390408.9532692,898607670.6244127,929799902.191124,1018977280.3292787,1016500069.2570795,1037916162.5497649,927214151.7679299,1005887539.3204867,1208953287.0659847,1197515569.0820243,1072154433.8453763,1149858069.7576582,1131555107.0490694,1068025016.0086223,1086170703.9815965,1169136716.0355651,1558759823.081686,1822499769.2393847,1849802648.3639076,2013106929.500311,2249811295.6608014,2499092314.4187546,2529963903.2268476,2503167187.4930544,2684461375.465847,2609678486.367488,2684946990.1244802,2842065708.3596215,2499113022.8167543,2707139544.4669547,2851613679.0343266,3055782146.15957,2997309971.8762293,3082884653.245599,3235809504.298714,,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599899.9999999,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0000002,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.956522,7231963515.981735,7084399840.0,7841602824.427481,8410724360.795455,7650196845.215458,9406135143.411654,10440781587.543491,11400017301.458664,12983233310.746746,14655404433.277115,15674835615.313896,17790026221.613865,19395491992.99387,18318412251.364197,19288929030.05078,18405220247.441242,20444205991.02497,21576351798.914482,23577298094.657066,26783389293.92199,29744246827.183907,33567850824.10393,38503720224.31663,37126148264.6383,40676578423.48709,46876006272.23869,49593929487.1263,52996446269.44204,57852153058.50199,62186064718.742386,66053403469.00244,71653754066.27628,73328365862.43286,77172317258.6478,77719464220.73003,86478835636.38132,95630524813.10605,104450210572.01225,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216241.12606385,185849535.37616155,194949512.62621844,175757893.93859848,194774513.06371734,213235294.11764705,228705882.3529412,250176470.5882353,229750000.0,249300000.0,267800000.0,282050000.0,285380952.38095236,307047619.04761904,433954545.45454544,494791666.6666667,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.1428572,482000000.0,489333333.3333333,437631605.2631579,453488372.0930233,504651139.53488374,354591846.9387755,413799990.0,379779389.7058824,396582263.29113925,348533094.8121646,373573141.48681056,454101382.4884793,540874934.2010123,621626785.915493,705406001.4245014,749138009.5645396,717530683.1695666,694754988.258295,712667896.7275119,712167450.1628977,726131434.7153385,743063950.317749,787814379.1838433,824880550.3439649,2379817990.6917953,2730971595.395737,3025187433.3363686,3165663152.7335134,3432912516.9242687,3691384317.521781,4063088535.7633057,4167800928.83553,4127660151.808702,4279840193.7046003,4482697336.561744,4748174334.140436,4787636997.853427,5173760191.846522,5471256594.72422,8041363893.045564,14718387016.786572,17159509565.467627,
